"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "Proportion" "Area"
35 "Disk" "McMinnville" 0.05 5 1 0.8 5337
35 "Disk" "McMinnville" 0.05 5 1 0.9 6403
35 "Disk" "McMinnville" 0.05 5 1 1 7845
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.1 450
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.2 967
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.3 1545
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.4 2193
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.5 2910
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.6 3695
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.7 4565
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.8 5533
36 "Ellipsoid" "McMinnville" 0.05 5 1 0.9 6605
36 "Ellipsoid" "McMinnville" 0.05 5 1 1 7845
37 "Disk" "Lindenberg" 0.05 5 1 0.1 447
37 "Disk" "Lindenberg" 0.05 5 1 0.2 970
37 "Disk" "Lindenberg" 0.05 5 1 0.3 1548
37 "Disk" "Lindenberg" 0.05 5 1 0.4 2183
37 "Disk" "Lindenberg" 0.05 5 1 0.5 2880
37 "Disk" "Lindenberg" 0.05 5 1 0.6 3642
37 "Disk" "Lindenberg" 0.05 5 1 0.7 4478
37 "Disk" "Lindenberg" 0.05 5 1 0.8 5407
37 "Disk" "Lindenberg" 0.05 5 1 0.9 6467
37 "Disk" "Lindenberg" 0.05 5 1 1 7845
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.1 469
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.2 1003
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.3 1600
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.4 2266
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.5 2994
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.6 3785
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.7 4655
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.8 5608
38 "Ellipsoid" "Lindenberg" 0.05 5 1 0.9 6650
38 "Ellipsoid" "Lindenberg" 0.05 5 1 1 7845
39 "Disk" "Croker river" 0.05 5 1 0.1 535
39 "Disk" "Croker river" 0.05 5 1 0.2 1143
39 "Disk" "Croker river" 0.05 5 1 0.3 1794
39 "Disk" "Croker river" 0.05 5 1 0.4 2484
39 "Disk" "Croker river" 0.05 5 1 0.5 3215
39 "Disk" "Croker river" 0.05 5 1 0.6 3992
39 "Disk" "Croker river" 0.05 5 1 0.7 4821
39 "Disk" "Croker river" 0.05 5 1 0.8 5716
39 "Disk" "Croker river" 0.05 5 1 0.9 6696
39 "Disk" "Croker river" 0.05 5 1 1 7845
40 "Ellipsoid" "Croker river" 0.05 5 1 0.1 579
40 "Ellipsoid" "Croker river" 0.05 5 1 0.2 1218
40 "Ellipsoid" "Croker river" 0.05 5 1 0.3 1905
40 "Ellipsoid" "Croker river" 0.05 5 1 0.4 2628
40 "Ellipsoid" "Croker river" 0.05 5 1 0.5 3387
40 "Ellipsoid" "Croker river" 0.05 5 1 0.6 4183
40 "Ellipsoid" "Croker river" 0.05 5 1 0.7 5022
40 "Ellipsoid" "Croker river" 0.05 5 1 0.8 5904
40 "Ellipsoid" "Croker river" 0.05 5 1 0.9 6836
40 "Ellipsoid" "Croker river" 0.05 5 1 1 7845
41 "Disk" "Phillip SW Belize" 0 5 1 0.1 347
41 "Disk" "Phillip SW Belize" 0 5 1 0.2 770
41 "Disk" "Phillip SW Belize" 0 5 1 0.3 1251
41 "Disk" "Phillip SW Belize" 0 5 1 0.4 1798
41 "Disk" "Phillip SW Belize" 0 5 1 0.5 2417
41 "Disk" "Phillip SW Belize" 0 5 1 0.6 3114
41 "Disk" "Phillip SW Belize" 0 5 1 0.7 3909
41 "Disk" "Phillip SW Belize" 0 5 1 0.8 4832
41 "Disk" "Phillip SW Belize" 0 5 1 0.9 5964
41 "Disk" "Phillip SW Belize" 0 5 1 1 7845
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.1 361
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.2 797
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.3 1298
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.4 1862
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.5 2502
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.6 3241
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.7 4096
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.8 5100
42 "Ellipsoid" "Phillip SW Belize" 0 5 1 0.9 6304
