"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalRad"
1633 "Disk" "Lake Charles" 0.05 15 7 2203793953.8845
1634 "Ellipsoid" "Lake Charles" 0.05 15 7 2290647750.45313
1635 "Disk" "McMinnville" 0.05 15 7 2600695767.402
1636 "Ellipsoid" "McMinnville" 0.05 15 7 2745104550.02619
1637 "Disk" "Lindenberg" 0.05 15 7 2340206826.70266
1638 "Ellipsoid" "Lindenberg" 0.05 15 7 2464402419.47689
1639 "Disk" "Croker river" 0.05 15 7 2710170160.07496
1640 "Ellipsoid" "Croker river" 0.05 15 7 2870018369.58194
1641 "Disk" "Phillip SW Belize" 0 15 7 2067273346.84037
1642 "Ellipsoid" "Phillip SW Belize" 0 15 7 2120128971.2292
1643 "Disk" "Lake Charles" 0 15 7 2042910183.86725
1644 "Ellipsoid" "Lake Charles" 0 15 7 2130031849.82246
1645 "Disk" "McMinnville" 0 15 7 2404551973.39962
1646 "Ellipsoid" "McMinnville" 0 15 7 2548593971.94689
1647 "Disk" "Lindenberg" 0 15 7 2163243473.56508
1648 "Ellipsoid" "Lindenberg" 0 15 7 2286092463.45894
1649 "Disk" "Croker river" 0 15 7 2494597199.85057
1650 "Ellipsoid" "Croker river" 0 15 7 2651656053.49037
1651 "Disk" "Phillip SW Belize" 0.2 20 7 3235138985.87055
1652 "Ellipsoid" "Phillip SW Belize" 0.2 20 7 3312036851.90922
1653 "Disk" "Lake Charles" 0.2 20 7 3232596397.97451
1654 "Ellipsoid" "Lake Charles" 0.2 20 7 3341069025.21292
1655 "Disk" "McMinnville" 0.2 20 7 3818459638.34954
1656 "Ellipsoid" "McMinnville" 0.2 20 7 3994979519.05345
1657 "Disk" "Lindenberg" 0.2 20 7 3431564326.47527
1658 "Ellipsoid" "Lindenberg" 0.2 20 7 3596115783.76602
1659 "Disk" "Croker river" 0.2 20 7 3838225992.47254
1660 "Ellipsoid" "Croker river" 0.2 20 7 4100785506.64532
1661 "Disk" "Phillip SW Belize" 0.15 20 7 3044077316.01516
1662 "Ellipsoid" "Phillip SW Belize" 0.15 20 7 3122635215.54477
1663 "Disk" "Lake Charles" 0.15 20 7 3040474879.36397
1664 "Ellipsoid" "Lake Charles" 0.15 20 7 3150471754.40575
1665 "Disk" "McMinnville" 0.15 20 7 3583448406.75646
1666 "Ellipsoid" "McMinnville" 0.15 20 7 3761036220.71972
1667 "Disk" "Lindenberg" 0.15 20 7 3219276940.85359
1668 "Ellipsoid" "Lindenberg" 0.15 20 7 3383860206.73493
1669 "Disk" "Croker river" 0.15 20 7 3571187938.88408
1670 "Ellipsoid" "Croker river" 0.15 20 7 3835177786.7284
1671 "Disk" "Phillip SW Belize" 0.1 20 7 2867464481.48278
1672 "Ellipsoid" "Phillip SW Belize" 0.1 20 7 2947366051.90687
1673 "Disk" "Lake Charles" 0.1 20 7 2863268213.42895
1674 "Ellipsoid" "Lake Charles" 0.1 20 7 2974303389.55932
1675 "Disk" "McMinnville" 0.1 20 7 3367088994.83017
1676 "Ellipsoid" "McMinnville" 0.1 20 7 3544888078.27798
1677 "Disk" "Lindenberg" 0.1 20 7 3023882360.27133
1678 "Ellipsoid" "Lindenberg" 0.1 20 7 3187716947.91125
1679 "Disk" "Croker river" 0.1 20 7 3325325279.76704
1680 "Ellipsoid" "Croker river" 0.1 20 7 3589779894.38298
1681 "Disk" "Phillip SW Belize" 0.05 20 7 2704446662.45947
1682 "Ellipsoid" "Phillip SW Belize" 0.05 20 7 2785383971.55262
1683 "Disk" "Lake Charles" 0.05 20 7 2700071663.42659
1684 "Ellipsoid" "Lake Charles" 0.05 20 7 2811675810.22177
1685 "Disk" "McMinnville" 0.05 20 7 3168174109.377
1686 "Ellipsoid" "McMinnville" 0.05 20 7 3345371648.14372
1687 "Disk" "Lindenberg" 0.05 20 7 2844235192.39489
1688 "Ellipsoid" "Lindenberg" 0.05 20 7 3006599193.76312
1689 "Disk" "Croker river" 0.05 20 7 3099072866.858
1690 "Ellipsoid" "Croker river" 0.05 20 7 3363122106.69408
1691 "Disk" "Phillip SW Belize" 0 20 7 2554209906.57422
1692 "Ellipsoid" "Phillip SW Belize" 0 20 7 2635883557.71818
1693 "Disk" "Lake Charles" 0 20 7 2550025171.67773
1694 "Ellipsoid" "Lake Charles" 0 20 7 2661744915.41172
1695 "Disk" "McMinnville" 0 20 7 2985562982.48134
1696 "Ellipsoid" "McMinnville" 0 20 7 3161388772.28017
1697 "Disk" "Lindenberg" 0 20 7 2679255711.91547
1698 "Ellipsoid" "Lindenberg" 0 20 7 2839484091.88071
1699 "Disk" "Croker river" 0 20 7 2890970458.55149
1700 "Ellipsoid" "Croker river" 0 20 7 3153833959.2217
1701 "Disk" "Phillip SW Belize" 0.2 25 7 3655400455.35885
1702 "Ellipsoid" "Phillip SW Belize" 0.2 25 7 3780797194.07927
1703 "Disk" "Lake Charles" 0.2 25 7 3666790458.15725
1704 "Ellipsoid" "Lake Charles" 0.2 25 7 3820099689.05296
1705 "Disk" "McMinnville" 0.2 25 7 4313005395.38747
1706 "Ellipsoid" "McMinnville" 0.2 25 7 4555839647.76188
1707 "Disk" "Lindenberg" 0.2 25 7 3873953790.51669
1708 "Ellipsoid" "Lindenberg" 0.2 25 7 4108469554.10419
1709 "Disk" "Croker river" 0.2 25 7 4195574181.01156
1710 "Ellipsoid" "Croker river" 0.2 25 7 4580306813.54782
1711 "Disk" "Phillip SW Belize" 0.15 25 7 3472331134.64936
1712 "Ellipsoid" "Phillip SW Belize" 0.15 25 7 3601028872.91279
1713 "Disk" "Lake Charles" 0.15 25 7 3483480240.89963
1714 "Ellipsoid" "Lake Charles" 0.15 25 7 3639929323.77179
1715 "Disk" "McMinnville" 0.15 25 7 4089170241.32426
1716 "Ellipsoid" "McMinnville" 0.15 25 7 4335283532.62727
1717 "Disk" "Lindenberg" 0.15 25 7 3672340839.69019
1718 "Ellipsoid" "Lindenberg" 0.15 25 7 3909011318.85143
1719 "Disk" "Croker river" 0.15 25 7 3937695788.04927
1720 "Ellipsoid" "Croker river" 0.15 25 7 4327428149.14613
1721 "Disk" "Phillip SW Belize" 0.1 25 7 3302162055.52818
1722 "Ellipsoid" "Phillip SW Belize" 0.1 25 7 3433736385.64096
1723 "Disk" "Lake Charles" 0.1 25 7 3313523654.2385
1724 "Ellipsoid" "Lake Charles" 0.1 25 7 3472541962.37932
1725 "Disk" "McMinnville" 0.1 25 7 3882348599.41909
1726 "Ellipsoid" "McMinnville" 0.1 25 7 4130730234.98575
1727 "Disk" "Lindenberg" 0.1 25 7 3486236310.94425
1728 "Ellipsoid" "Lindenberg" 0.1 25 7 3724091913.99672
1729 "Disk" "Croker river" 0.1 25 7 3699961179.31364
1730 "Ellipsoid" "Croker river" 0.1 25 7 4093395681.67418
1731 "Disk" "Phillip SW Belize" 0.05 25 7 3144124878.49147
1732 "Ellipsoid" "Phillip SW Belize" 0.05 25 7 3278168294.77173
1733 "Disk" "Lake Charles" 0.05 25 7 3156097892.92877
1734 "Ellipsoid" "Lake Charles" 0.05 25 7 3317140432.23158
1735 "Disk" "McMinnville" 0.05 25 7 3691423901.39817
1736 "Ellipsoid" "McMinnville" 0.05 25 7 3941119065.16162
1737 "Disk" "Lindenberg" 0.05 25 7 3314575481.29176
1738 "Ellipsoid" "Lindenberg" 0.05 25 7 3552716661.94995
1739 "Disk" "Croker river" 0.05 25 7 3480869907.19173
1740 "Ellipsoid" "Croker river" 0.05 25 7 3876824545.54096
1741 "Disk" "Phillip SW Belize" 0 25 7 2997488312.16096
1742 "Ellipsoid" "Phillip SW Belize" 0 25 7 3133610246.56148
1743 "Disk" "Lake Charles" 0 25 7 3010421612.47942
1744 "Ellipsoid" "Lake Charles" 0 25 7 3172968435.96672
1745 "Disk" "McMinnville" 0 25 7 3515342023.99185
1746 "Ellipsoid" "McMinnville" 0 25 7 3765450499.53971
1747 "Disk" "Lindenberg" 0 25 7 3156355573.95836
1748 "Ellipsoid" "Lindenberg" 0 25 7 3393950893.70838
1749 "Disk" "Croker river" 0 25 7 3279022648.90274
1750 "Ellipsoid" "Croker river" 0 25 7 3676424692.27524
1751 "Disk" "Phillip SW Belize" 0.2 5 8 2063503904.80139
1752 "Ellipsoid" "Phillip SW Belize" 0.2 5 8 2083871349.80905
1753 "Disk" "Lake Charles" 0.2 5 8 2085468005.64531
1754 "Ellipsoid" "Lake Charles" 0.2 5 8 2128106501.59014
1755 "Disk" "McMinnville" 0.2 5 8 2657742105.73854
1756 "Ellipsoid" "McMinnville" 0.2 5 8 2689773002.78488
1757 "Disk" "Lindenberg" 0.2 5 8 2439181531.82444
1758 "Ellipsoid" "Lindenberg" 0.2 5 8 2466635066.38218
1759 "Disk" "Croker river" 0.2 5 8 3265247642.78319
1760 "Ellipsoid" "Croker river" 0.2 5 8 3223591362.28643
1761 "Disk" "Phillip SW Belize" 0.15 5 8 1852359105.0999
1762 "Ellipsoid" "Phillip SW Belize" 0.15 5 8 1874491602.97112
1763 "Disk" "Lake Charles" 0.15 5 8 1870676655.91133
1764 "Ellipsoid" "Lake Charles" 0.15 5 8 1914815189.84896
1765 "Disk" "McMinnville" 0.15 5 8 2396052670.63251
1766 "Ellipsoid" "McMinnville" 0.15 5 8 2430358754.92901
1767 "Disk" "Lindenberg" 0.15 5 8 2202421060.39628
1768 "Ellipsoid" "Lindenberg" 0.15 5 8 2232252945.61267
1769 "Disk" "Croker river" 0.15 5 8 2981165572.27417
1770 "Ellipsoid" "Croker river" 0.15 5 8 2940639381.68448
1771 "Disk" "Phillip SW Belize" 0.1 5 8 1659421099.41618
1772 "Ellipsoid" "Phillip SW Belize" 0.1 5 8 1683317567.26732
1773 "Disk" "Lake Charles" 0.1 5 8 1674265668.63165
1774 "Ellipsoid" "Lake Charles" 0.1 5 8 1719795158.3057
1775 "Disk" "McMinnville" 0.1 5 8 2156320092.35867
1776 "Ellipsoid" "McMinnville" 0.1 5 8 2192747535.96826
1777 "Disk" "Lindenberg" 0.1 5 8 1985425140.35293
1778 "Ellipsoid" "Lindenberg" 0.1 5 8 2017473898.25388
1779 "Disk" "Croker river" 0.1 5 8 2720009216.3049
1780 "Ellipsoid" "Croker river" 0.1 5 8 2680636880.32638
1781 "Disk" "Phillip SW Belize" 0.05 5 8 1483504322.06525
1782 "Ellipsoid" "Phillip SW Belize" 0.05 5 8 1509165520.4623
1783 "Disk" "Lake Charles" 0.05 5 8 1495013601.08907
1784 "Ellipsoid" "Lake Charles" 0.05 5 8 1541843899.17576
1785 "Disk" "McMinnville" 0.05 5 8 1937047044.80978
1786 "Ellipsoid" "McMinnville" 0.05 5 8 1975439135.08159
1787 "Disk" "Lindenberg" 0.05 5 8 1786827217.46215
1788 "Ellipsoid" "Lindenberg" 0.05 5 8 1820922631.88207
1789 "Disk" "Croker river" 0.05 5 8 2480102704.63421
1790 "Ellipsoid" "Croker river" 0.05 5 8 2441895733.11781
1791 "Disk" "Phillip SW Belize" 0 5 8 1323479740.62672
1792 "Ellipsoid" "Phillip SW Belize" 0 5 8 1350909251.56661
1793 "Disk" "Lake Charles" 0 5 8 1331757395.45901
1794 "Ellipsoid" "Lake Charles" 0 5 8 1379818950.07881
1795 "Disk" "McMinnville" 0 5 8 1736814018.07634
1796 "Ellipsoid" "McMinnville" 0 5 8 1777015913.59307
1797 "Disk" "Lindenberg" 0 5 8 1605334400.01686
1798 "Ellipsoid" "Lindenberg" 0 5 8 1641302387.01925
1799 "Disk" "Croker river" 0 5 8 2259872443.47394
1800 "Ellipsoid" "Croker river" 0 5 8 2222838458.86203
1801 "Disk" "Phillip SW Belize" 0.2 10 8 2224083851.68138
1802 "Ellipsoid" "Phillip SW Belize" 0.2 10 8 2259497351.54043
1803 "Disk" "Lake Charles" 0.2 10 8 2253596110.74022
1804 "Ellipsoid" "Lake Charles" 0.2 10 8 2310521295.18517
1805 "Disk" "McMinnville" 0.2 10 8 2849335040.31532
1806 "Ellipsoid" "McMinnville" 0.2 10 8 2901574649.23688
1807 "Disk" "Lindenberg" 0.2 10 8 2608941156.96765
1808 "Ellipsoid" "Lindenberg" 0.2 10 8 2659641296.60646
1809 "Disk" "Croker river" 0.2 10 8 3400505257.36503
1810 "Ellipsoid" "Croker river" 0.2 10 8 3401873270.81767
1811 "Disk" "Phillip SW Belize" 0.15 10 8 2012168137.49747
1812 "Ellipsoid" "Phillip SW Belize" 0.15 10 8 2049967891.32536
1813 "Disk" "Lake Charles" 0.15 10 8 2038409416.53342
1814 "Ellipsoid" "Lake Charles" 0.15 10 8 2097266637.96555
1815 "Disk" "McMinnville" 0.15 10 8 2586914617.61467
1816 "Ellipsoid" "McMinnville" 0.15 10 8 2642240431.04051
1817 "Disk" "Lindenberg" 0.15 10 8 2371263075.10936
1818 "Ellipsoid" "Lindenberg" 0.15 10 8 2425425135.92742
1819 "Disk" "Croker river" 0.15 10 8 3115953483.81233
1820 "Ellipsoid" "Croker river" 0.15 10 8 3119062775.46674
1821 "Disk" "Phillip SW Belize" 0.1 10 8 1817801026.08902
1822 "Ellipsoid" "Phillip SW Belize" 0.1 10 8 1857977770.53705
1823 "Disk" "Lake Charles" 0.1 10 8 1840891710.74456
1824 "Ellipsoid" "Lake Charles" 0.1 10 8 1901568716.0957
1825 "Disk" "McMinnville" 0.1 10 8 2345533177.19891
1826 "Ellipsoid" "McMinnville" 0.1 10 8 2403865187.20993
1827 "Disk" "Lindenberg" 0.1 10 8 2152480329.85822
1828 "Ellipsoid" "Lindenberg" 0.1 10 8 2210049067.58616
1829 "Disk" "Croker river" 0.1 10 8 2853663673.84599
1830 "Ellipsoid" "Croker river" 0.1 10 8 2858519654.62319
1831 "Disk" "Phillip SW Belize" 0.05 10 8 1639877185.25521
1832 "Ellipsoid" "Phillip SW Belize" 0.05 10 8 1682423168.75074
1833 "Disk" "Lake Charles" 0.05 10 8 1659898988.22338
1834 "Ellipsoid" "Lake Charles" 0.05 10 8 1722303907.52676
1835 "Disk" "McMinnville" 0.05 10 8 2123771611.25559
1836 "Ellipsoid" "McMinnville" 0.05 10 8 2185036911.56234
1837 "Disk" "Lindenberg" 0.05 10 8 1951291250.62055
1838 "Ellipsoid" "Lindenberg" 0.05 10 8 2012216309.4775
1839 "Disk" "Croker river" 0.05 10 8 2612010702.96062
1840 "Ellipsoid" "Croker river" 0.05 10 8 2618627549.45548
1841 "Disk" "Phillip SW Belize" 0 10 8 1477343547.84836
1842 "Ellipsoid" "Phillip SW Belize" 0 10 8 1522252930.16815
1843 "Disk" "Lake Charles" 0 10 8 1494342130.11444
1844 "Ellipsoid" "Lake Charles" 0 10 8 1558404171.14967
1845 "Disk" "McMinnville" 0 10 8 1920285271.27069
1846 "Ellipsoid" "McMinnville" 0 10 8 1984420986.77786
1847 "Disk" "Lindenberg" 0 10 8 1766464861.85703
1848 "Ellipsoid" "Lindenberg" 0 10 8 1830703750.58075
1849 "Disk" "Croker river" 0 10 8 2389469293.96345
1850 "Ellipsoid" "Croker river" 0 10 8 2397875620.90408
1851 "Disk" "Phillip SW Belize" 0.2 15 8 2501722201.96716
1852 "Ellipsoid" "Phillip SW Belize" 0.2 15 8 2538330973.71242
1853 "Disk" "Lake Charles" 0.2 15 8 2543808047.27826
1854 "Ellipsoid" "Lake Charles" 0.2 15 8 2601924156.89072
1855 "Disk" "McMinnville" 0.2 15 8 3197240453.31213
1856 "Ellipsoid" "McMinnville" 0.2 15 8 3247520575.16051
1857 "Disk" "Lindenberg" 0.2 15 8 2926024805.8687
1858 "Ellipsoid" "Lindenberg" 0.2 15 8 2975619476.98816
1859 "Disk" "Croker river" 0.2 15 8 3667068152.78281
1860 "Ellipsoid" "Croker river" 0.2 15 8 3699060076.15628
1861 "Disk" "Phillip SW Belize" 0.15 15 8 2294068150.30578
1862 "Ellipsoid" "Phillip SW Belize" 0.15 15 8 2331872383.74986
1863 "Disk" "Lake Charles" 0.15 15 8 2334334679.81147
1864 "Ellipsoid" "Lake Charles" 0.15 15 8 2392853885.02196
1865 "Disk" "McMinnville" 0.15 15 8 2943697100.18433
1866 "Ellipsoid" "McMinnville" 0.15 15 8 2994116953.85848
1867 "Disk" "Lindenberg" 0.15 15 8 2696989286.30387
1868 "Ellipsoid" "Lindenberg" 0.15 15 8 2747027849.30347
1869 "Disk" "Croker river" 0.15 15 8 3389894437.14315
1870 "Ellipsoid" "Croker river" 0.15 15 8 3421192156.59742
1871 "Disk" "Phillip SW Belize" 0.1 15 8 2102944694.54627
1872 "Ellipsoid" "Phillip SW Belize" 0.1 15 8 2141869687.22321
1873 "Disk" "Lake Charles" 0.1 15 8 2141603373.25071
1874 "Ellipsoid" "Lake Charles" 0.1 15 8 2200299097.26917
1875 "Disk" "McMinnville" 0.1 15 8 2710299067.58941
1876 "Ellipsoid" "McMinnville" 0.1 15 8 2760557605.87079
1877 "Disk" "Lindenberg" 0.1 15 8 2486104380.12391
1878 "Ellipsoid" "Lindenberg" 0.1 15 8 2536295429.35841
1879 "Disk" "Croker river" 0.1 15 8 3134428512.59954
1880 "Ellipsoid" "Croker river" 0.1 15 8 3164709621.96835
1881 "Disk" "Phillip SW Belize" 0.05 15 8 1927315418.80445
1882 "Ellipsoid" "Phillip SW Belize" 0.05 15 8 1967293303.44974
1883 "Disk" "Lake Charles" 0.05 15 8 1964540927.63709
1884 "Ellipsoid" "Lake Charles" 0.05 15 8 2023211323.3824
1885 "Disk" "McMinnville" 0.05 15 8 2495711868.83729
1886 "Ellipsoid" "McMinnville" 0.05 15 8 2545521552.18136
1887 "Disk" "Lindenberg" 0.05 15 8 2292146332.80994
1888 "Ellipsoid" "Lindenberg" 0.05 15 8 2342209576.91238
1889 "Disk" "Croker river" 0.05 15 8 2899112028.86093
1890 "Ellipsoid" "Croker river" 0.05 15 8 2928079334.65841
1891 "Disk" "Phillip SW Belize" 0 15 8 1766192644.66612
1892 "Ellipsoid" "Phillip SW Belize" 0 15 8 1807161264.15186
1893 "Disk" "Lake Charles" 0 15 8 1802125530.78032
1894 "Ellipsoid" "Lake Charles" 0 15 8 1860592698.64202
1895 "Disk" "McMinnville" 0 15 8 2298672095.20861
1896 "Ellipsoid" "McMinnville" 0 15 8 2347759621.90034
1897 "Disk" "Lindenberg" 0 15 8 2113959113.27436
1898 "Ellipsoid" "Lindenberg" 0 15 8 2163626151.09878
1899 "Disk" "Croker river" 0 15 8 2682482591.77432
1900 "Ellipsoid" "Croker river" 0 15 8 2709867651.19467
1901 "Disk" "Phillip SW Belize" 0.2 20 8 3039023284.60947
1902 "Ellipsoid" "Phillip SW Belize" 0.2 20 8 3115222820.35468
1903 "Disk" "Lake Charles" 0.2 20 8 3079090335.98657
1904 "Ellipsoid" "Lake Charles" 0.2 20 8 3178520473.90262
1905 "Disk" "McMinnville" 0.2 20 8 3779425234.34309
1906 "Ellipsoid" "McMinnville" 0.2 20 8 3887188486.48786
1907 "Disk" "Lindenberg" 0.2 20 8 3428931644.66518
1908 "Ellipsoid" "Lindenberg" 0.2 20 8 3540921323.54126
1909 "Disk" "Croker river" 0.2 20 8 4031474814.36585
1910 "Ellipsoid" "Croker river" 0.2 20 8 4184111276.66243
1911 "Disk" "Phillip SW Belize" 0.15 20 8 2847364567.38836
1912 "Ellipsoid" "Phillip SW Belize" 0.15 20 8 2925260230.07165
1913 "Disk" "Lake Charles" 0.15 20 8 2885121371.76682
1914 "Ellipsoid" "Lake Charles" 0.15 20 8 2985631070.69483
1915 "Disk" "McMinnville" 0.15 20 8 3542296152.62434
1916 "Ellipsoid" "McMinnville" 0.15 20 8 3650732988.86612
1917 "Disk" "Lindenberg" 0.15 20 8 3213954040.01068
1918 "Ellipsoid" "Lindenberg" 0.15 20 8 3326739072.04229
1919 "Disk" "Croker river" 0.15 20 8 3764597273.12186
1920 "Ellipsoid" "Croker river" 0.15 20 8 3917614306.57084
1921 "Disk" "Phillip SW Belize" 0.1 20 8 2670819565.82435
1922 "Ellipsoid" "Phillip SW Belize" 0.1 20 8 2750233665.82731
1923 "Disk" "Lake Charles" 0.1 20 8 2706463419.45
1924 "Ellipsoid" "Lake Charles" 0.1 20 8 2807735066.99284
1925 "Disk" "McMinnville" 0.1 20 8 3323743026.60405
1926 "Ellipsoid" "McMinnville" 0.1 20 8 3432403956.65708
1927 "Disk" "Lindenberg" 0.1 20 8 3015768150.93583
1928 "Ellipsoid" "Lindenberg" 0.1 20 8 3128876356.23555
1929 "Disk" "Croker river" 0.1 20 8 3518393030.63553
1930 "Ellipsoid" "Croker river" 0.1 20 8 3671147944.98937
1931 "Disk" "Phillip SW Belize" 0.05 20 8 2508440592.80015
1932 "Ellipsoid" "Phillip SW Belize" 0.05 20 8 2589221488.02981
1933 "Disk" "Lake Charles" 0.05 20 8 2542134756.45099
1934 "Ellipsoid" "Lake Charles" 0.05 20 8 2643894191.35723
1935 "Disk" "McMinnville" 0.05 20 8 3122530154.84718
1936 "Ellipsoid" "McMinnville" 0.05 20 8 3231008484.46832
1937 "Disk" "Lindenberg" 0.05 20 8 2833233198.36201
1938 "Ellipsoid" "Lindenberg" 0.05 20 8 2946236842.29427
1939 "Disk" "Croker river" 0.05 20 8 3291350730.56988
1940 "Ellipsoid" "Croker river" 0.05 20 8 3443283827.31004
1941 "Disk" "Phillip SW Belize" 0 20 8 2359324873.21359
1942 "Ellipsoid" "Phillip SW Belize" 0 20 8 2441345441.86416
1943 "Disk" "Lake Charles" 0 20 8 2391200876.34611
1944 "Ellipsoid" "Lake Charles" 0 20 8 2493215996.74229
1945 "Disk" "McMinnville" 0 20 8 2937487093.80009
1946 "Ellipsoid" "McMinnville" 0 20 8 3045418695.89365
1947 "Disk" "Lindenberg" 0 20 8 2665270432.82703
1948 "Ellipsoid" "Lindenberg" 0 20 8 2777786032.36993
1949 "Disk" "Croker river" 0 20 8 3082050962.5645
1950 "Ellipsoid" "Croker river" 0 20 8 3232686266.59274
1951 "Disk" "Phillip SW Belize" 0.2 25 8 3516490074.55738
1952 "Ellipsoid" "Phillip SW Belize" 0.2 25 8 3618077406.62359
1953 "Disk" "Lake Charles" 0.2 25 8 3548713662.53122
1954 "Ellipsoid" "Lake Charles" 0.2 25 8 3681287309.99101
1955 "Disk" "McMinnville" 0.2 25 8 4283950694.67806
1956 "Ellipsoid" "McMinnville" 0.2 25 8 4455573106.79324
1957 "Disk" "Lindenberg" 0.2 25 8 3863996979.90406
1958 "Ellipsoid" "Lindenberg" 0.2 25 8 4050116849.87741
1959 "Disk" "Croker river" 0.2 25 8 4339803288.33852
1960 "Ellipsoid" "Croker river" 0.2 25 8 4633396837.79098
1961 "Disk" "Phillip SW Belize" 0.15 25 8 3339693769.65371
1962 "Ellipsoid" "Phillip SW Belize" 0.15 25 8 3443734238.86694
1963 "Disk" "Lake Charles" 0.15 25 8 3368718839.71894
1964 "Ellipsoid" "Lake Charles" 0.15 25 8 3503717394.27779
1965 "Disk" "McMinnville" 0.15 25 8 4061195122.28979
1966 "Ellipsoid" "McMinnville" 0.15 25 8 4236037557.27411
1967 "Disk" "Lindenberg" 0.15 25 8 3661205302.62441
1968 "Ellipsoid" "Lindenberg" 0.15 25 8 3851116301.88578
1969 "Disk" "Croker river" 0.15 25 8 4081255637.45806
1970 "Ellipsoid" "Croker river" 0.15 25 8 4379955705.97867
1971 "Disk" "Phillip SW Belize" 0.1 25 8 3176694617.13502
1972 "Ellipsoid" "Phillip SW Belize" 0.1 25 8 3282992805.41983
1973 "Disk" "Lake Charles" 0.1 25 8 3202676668.02437
1974 "Ellipsoid" "Lake Charles" 0.1 25 8 3339793591.66993
1975 "Disk" "McMinnville" 0.1 25 8 3855564224.98664
1976 "Ellipsoid" "McMinnville" 0.1 25 8 4033127342.6926
1977 "Disk" "Lindenberg" 0.1 25 8 3473978759.92222
1978 "Ellipsoid" "Lindenberg" 0.1 25 8 3667119033.19964
1979 "Disk" "Croker river" 0.1 25 8 3842597303.94267
1980 "Ellipsoid" "Croker river" 0.1 25 8 4145447391.51446
1981 "Disk" "Phillip SW Belize" 0.05 25 8 3026611644.20251
1982 "Ellipsoid" "Phillip SW Belize" 0.05 25 8 3135003765.13725
1983 "Disk" "Lake Charles" 0.05 25 8 3049671900.99912
1984 "Ellipsoid" "Lake Charles" 0.05 25 8 3188653333.00015
1985 "Disk" "McMinnville" 0.05 25 8 3665903461.50442
1986 "Ellipsoid" "McMinnville" 0.05 25 8 3845741451.25883
1987 "Disk" "Lindenberg" 0.05 25 8 3301251631.67199
1988 "Ellipsoid" "Lindenberg" 0.05 25 8 3497112489.7119
1989 "Disk" "Croker river" 0.05 25 8 3622379127.02167
1990 "Ellipsoid" "Croker river" 0.05 25 8 3928523075.98633
1991 "Disk" "Phillip SW Belize" 0 25 8 2888607295.88188
1992 "Ellipsoid" "Phillip SW Belize" 0 25 8 2998958397.66251
1993 "Disk" "Lake Charles" 0 25 8 2908834891.64374
1994 "Ellipsoid" "Lake Charles" 0 25 8 3049477059.25617
1995 "Disk" "McMinnville" 0 25 8 3491120979.30373
1996 "Ellipsoid" "McMinnville" 0 25 8 3672839829.76212
1997 "Disk" "Lindenberg" 0 25 8 3142017386.48189
1998 "Ellipsoid" "Lindenberg" 0 25 8 3340141834.87353
1999 "Disk" "Croker river" 0 25 8 3419240129.63645
2000 "Ellipsoid" "Croker river" 0 25 8 3727921333.75633
2001 "Disk" "Phillip SW Belize" 0.2 5 9 2116826358.87972
2002 "Ellipsoid" "Phillip SW Belize" 0.2 5 9 2170993174.14503
2003 "Disk" "Lake Charles" 0.2 5 9 2083390781.45988
2004 "Ellipsoid" "Lake Charles" 0.2 5 9 2168964326.04558
2005 "Disk" "McMinnville" 0.2 5 9 2560759491.04689
2006 "Ellipsoid" "McMinnville" 0.2 5 9 2698821947.41502
2007 "Disk" "Lindenberg" 0.2 5 9 2335241556.05773
2008 "Ellipsoid" "Lindenberg" 0.2 5 9 2479157231.28749
2009 "Disk" "Croker river" 0.2 5 9 3110207221.97056
2010 "Ellipsoid" "Croker river" 0.2 5 9 3243069886.10609
2011 "Disk" "Phillip SW Belize" 0.15 5 9 1898930472.23569
2012 "Ellipsoid" "Phillip SW Belize" 0.15 5 9 1956509040.40654
2013 "Disk" "Lake Charles" 0.15 5 9 1860963105.75181
2014 "Ellipsoid" "Lake Charles" 0.15 5 9 1951373847.83185
2015 "Disk" "McMinnville" 0.15 5 9 2289739391.33294
2016 "Ellipsoid" "McMinnville" 0.15 5 9 2435352829.44395
2017 "Disk" "Lindenberg" 0.15 5 9 2089343407.45232
2018 "Ellipsoid" "Lindenberg" 0.15 5 9 2241423552.63431
2019 "Disk" "Croker river" 0.15 5 9 2816301357.94581
2020 "Ellipsoid" "Croker river" 0.15 5 9 2957369812.46017
2021 "Disk" "Phillip SW Belize" 0.1 5 9 1698847283.22816
2022 "Ellipsoid" "Phillip SW Belize" 0.1 5 9 1759554201.4631
2023 "Disk" "Lake Charles" 0.1 5 9 1656878558.61792
2024 "Ellipsoid" "Lake Charles" 0.1 5 9 1751746935.55826
2025 "Disk" "McMinnville" 0.1 5 9 2041243041.30324
2026 "Ellipsoid" "McMinnville" 0.1 5 9 2193619730.74504
2027 "Disk" "Lindenberg" 0.1 5 9 1863839826.35579
2028 "Ellipsoid" "Lindenberg" 0.1 5 9 2023241179.77014
2029 "Disk" "Croker river" 0.1 5 9 2546097608.46705
2030 "Ellipsoid" "Croker river" 0.1 5 9 2694558278.54012
2031 "Disk" "Phillip SW Belize" 0.05 5 9 1515507744.50385
2032 "Ellipsoid" "Phillip SW Belize" 0.05 5 9 1579032490.58149
2033 "Disk" "Lake Charles" 0.05 5 9 1470043267.26689
2034 "Ellipsoid" "Lake Charles" 0.05 5 9 1568961032.24783
2035 "Disk" "McMinnville" 0.05 5 9 1813910747.26661
