"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalFull"
2322 "Ellipsoid" "Phillip SW Belize" 0.1 10 10 796589
2323 "Disk" "Lake Charles" 0.1 10 10 1935564
2324 "Ellipsoid" "Lake Charles" 0.1 10 10 684531
2325 "Disk" "McMinnville" 0.1 10 10 2133683
2326 "Ellipsoid" "McMinnville" 0.1 10 10 473165
2327 "Disk" "Lindenberg" 0.1 10 10 2170479
2328 "Ellipsoid" "Lindenberg" 0.1 10 10 369007
2329 "Disk" "Croker river" 0.1 10 10 3189977
2330 "Ellipsoid" "Croker river" 0.1 10 10 174347
2331 "Disk" "Phillip SW Belize" 0.05 10 10 1951856
2332 "Ellipsoid" "Phillip SW Belize" 0.05 10 10 796589
2333 "Disk" "Lake Charles" 0.05 10 10 1935564
2334 "Ellipsoid" "Lake Charles" 0.05 10 10 684531
2335 "Disk" "McMinnville" 0.05 10 10 2133683
2336 "Ellipsoid" "McMinnville" 0.05 10 10 473165
2337 "Disk" "Lindenberg" 0.05 10 10 2170479
2338 "Ellipsoid" "Lindenberg" 0.05 10 10 369007
2339 "Disk" "Croker river" 0.05 10 10 3189977
2340 "Ellipsoid" "Croker river" 0.05 10 10 174347
2341 "Disk" "Phillip SW Belize" 0 10 10 1951856
2342 "Ellipsoid" "Phillip SW Belize" 0 10 10 796589
2343 "Disk" "Lake Charles" 0 10 10 1935564
2344 "Ellipsoid" "Lake Charles" 0 10 10 684531
2345 "Disk" "McMinnville" 0 10 10 2133683
2346 "Ellipsoid" "McMinnville" 0 10 10 473165
2347 "Disk" "Lindenberg" 0 10 10 2170479
2348 "Ellipsoid" "Lindenberg" 0 10 10 369007
2349 "Disk" "Croker river" 0 10 10 3189977
2350 "Ellipsoid" "Croker river" 0 10 10 174347
2351 "Disk" "Phillip SW Belize" 0.2 15 10 2396292
2352 "Ellipsoid" "Phillip SW Belize" 0.2 15 10 1208637
2353 "Disk" "Lake Charles" 0.2 15 10 2413375
2354 "Ellipsoid" "Lake Charles" 0.2 15 10 1132984
2355 "Disk" "McMinnville" 0.2 15 10 2621715
2356 "Ellipsoid" "McMinnville" 0.2 15 10 945275
2357 "Disk" "Lindenberg" 0.2 15 10 2644304
2358 "Ellipsoid" "Lindenberg" 0.2 15 10 831529
2359 "Disk" "Croker river" 0.2 15 10 3540849
2360 "Ellipsoid" "Croker river" 0.2 15 10 527052
2361 "Disk" "Phillip SW Belize" 0.15 15 10 2396292
2362 "Ellipsoid" "Phillip SW Belize" 0.15 15 10 1208637
2363 "Disk" "Lake Charles" 0.15 15 10 2413375
2364 "Ellipsoid" "Lake Charles" 0.15 15 10 1132984
2365 "Disk" "McMinnville" 0.15 15 10 2621715
2366 "Ellipsoid" "McMinnville" 0.15 15 10 945275
2367 "Disk" "Lindenberg" 0.15 15 10 2644304
2368 "Ellipsoid" "Lindenberg" 0.15 15 10 831529
2369 "Disk" "Croker river" 0.15 15 10 3540849
2370 "Ellipsoid" "Croker river" 0.15 15 10 527052
2371 "Disk" "Phillip SW Belize" 0.1 15 10 2396292
2372 "Ellipsoid" "Phillip SW Belize" 0.1 15 10 1208637
2373 "Disk" "Lake Charles" 0.1 15 10 2413375
2374 "Ellipsoid" "Lake Charles" 0.1 15 10 1132984
2375 "Disk" "McMinnville" 0.1 15 10 2621715
2376 "Ellipsoid" "McMinnville" 0.1 15 10 945275
2377 "Disk" "Lindenberg" 0.1 15 10 2644304
2378 "Ellipsoid" "Lindenberg" 0.1 15 10 831529
2379 "Disk" "Croker river" 0.1 15 10 3540849
2380 "Ellipsoid" "Croker river" 0.1 15 10 527052
2381 "Disk" "Phillip SW Belize" 0.05 15 10 2396292
2382 "Ellipsoid" "Phillip SW Belize" 0.05 15 10 1208637
2383 "Disk" "Lake Charles" 0.05 15 10 2413375
2384 "Ellipsoid" "Lake Charles" 0.05 15 10 1132984
2385 "Disk" "McMinnville" 0.05 15 10 2621715
2386 "Ellipsoid" "McMinnville" 0.05 15 10 945275
2387 "Disk" "Lindenberg" 0.05 15 10 2644304
2388 "Ellipsoid" "Lindenberg" 0.05 15 10 831529
2389 "Disk" "Croker river" 0.05 15 10 3540849
2390 "Ellipsoid" "Croker river" 0.05 15 10 527052
2391 "Disk" "Phillip SW Belize" 0 15 10 2396292
2392 "Ellipsoid" "Phillip SW Belize" 0 15 10 1208637
2393 "Disk" "Lake Charles" 0 15 10 2413375
2394 "Ellipsoid" "Lake Charles" 0 15 10 1132984
2395 "Disk" "McMinnville" 0 15 10 2621715
2396 "Ellipsoid" "McMinnville" 0 15 10 945275
2397 "Disk" "Lindenberg" 0 15 10 2644304
2398 "Ellipsoid" "Lindenberg" 0 15 10 831529
2399 "Disk" "Croker river" 0 15 10 3540849
2400 "Ellipsoid" "Croker river" 0 15 10 527052
2401 "Disk" "Phillip SW Belize" 0.2 20 10 2735828
2402 "Ellipsoid" "Phillip SW Belize" 0.2 20 10 1587158
2403 "Disk" "Lake Charles" 0.2 20 10 2762022
2404 "Ellipsoid" "Lake Charles" 0.2 20 10 1529550
2405 "Disk" "McMinnville" 0.2 20 10 2949297
2406 "Ellipsoid" "McMinnville" 0.2 20 10 1325518
2407 "Disk" "Lindenberg" 0.2 20 10 2948395
2408 "Ellipsoid" "Lindenberg" 0.2 20 10 1192670
2409 "Disk" "Croker river" 0.2 20 10 3739433
2410 "Ellipsoid" "Croker river" 0.2 20 10 800726
2411 "Disk" "Phillip SW Belize" 0.15 20 10 2735828
2412 "Ellipsoid" "Phillip SW Belize" 0.15 20 10 1587158
2413 "Disk" "Lake Charles" 0.15 20 10 2762022
2414 "Ellipsoid" "Lake Charles" 0.15 20 10 1529550
2415 "Disk" "McMinnville" 0.15 20 10 2949297
2416 "Ellipsoid" "McMinnville" 0.15 20 10 1325518
2417 "Disk" "Lindenberg" 0.15 20 10 2948395
2418 "Ellipsoid" "Lindenberg" 0.15 20 10 1192670
2419 "Disk" "Croker river" 0.15 20 10 3739433
2420 "Ellipsoid" "Croker river" 0.15 20 10 800726
2421 "Disk" "Phillip SW Belize" 0.1 20 10 2735828
2422 "Ellipsoid" "Phillip SW Belize" 0.1 20 10 1587158
2423 "Disk" "Lake Charles" 0.1 20 10 2762022
2424 "Ellipsoid" "Lake Charles" 0.1 20 10 1529550
2425 "Disk" "McMinnville" 0.1 20 10 2949297
2426 "Ellipsoid" "McMinnville" 0.1 20 10 1325518
2427 "Disk" "Lindenberg" 0.1 20 10 2948395
2428 "Ellipsoid" "Lindenberg" 0.1 20 10 1192670
2429 "Disk" "Croker river" 0.1 20 10 3739433
2430 "Ellipsoid" "Croker river" 0.1 20 10 800726
2431 "Disk" "Phillip SW Belize" 0.05 20 10 2735828
2432 "Ellipsoid" "Phillip SW Belize" 0.05 20 10 1587158
2433 "Disk" "Lake Charles" 0.05 20 10 2762022
2434 "Ellipsoid" "Lake Charles" 0.05 20 10 1529550
2435 "Disk" "McMinnville" 0.05 20 10 2949297
2436 "Ellipsoid" "McMinnville" 0.05 20 10 1325518
2437 "Disk" "Lindenberg" 0.05 20 10 2948395
2438 "Ellipsoid" "Lindenberg" 0.05 20 10 1192670
2439 "Disk" "Croker river" 0.05 20 10 3739433
2440 "Ellipsoid" "Croker river" 0.05 20 10 800726
2441 "Disk" "Phillip SW Belize" 0 20 10 2735828
2442 "Ellipsoid" "Phillip SW Belize" 0 20 10 1587158
2443 "Disk" "Lake Charles" 0 20 10 2762022
2444 "Ellipsoid" "Lake Charles" 0 20 10 1529550
2445 "Disk" "McMinnville" 0 20 10 2949297
2446 "Ellipsoid" "McMinnville" 0 20 10 1325518
2447 "Disk" "Lindenberg" 0 20 10 2948395
2448 "Ellipsoid" "Lindenberg" 0 20 10 1192670
2449 "Disk" "Croker river" 0 20 10 3739433
2450 "Ellipsoid" "Croker river" 0 20 10 800726
2451 "Disk" "Phillip SW Belize" 0.2 25 10 3754377
2452 "Ellipsoid" "Phillip SW Belize" 0.2 25 10 2724545
2453 "Disk" "Lake Charles" 0.2 25 10 3790357
2454 "Ellipsoid" "Lake Charles" 0.2 25 10 2676040
2455 "Disk" "McMinnville" 0.2 25 10 3927723
2456 "Ellipsoid" "McMinnville" 0.2 25 10 2424253
2457 "Disk" "Lindenberg" 0.2 25 10 3880218
2458 "Ellipsoid" "Lindenberg" 0.2 25 10 2248804
2459 "Disk" "Croker river" 0.2 25 10 4426167
2460 "Ellipsoid" "Croker river" 0.2 25 10 1652567
2461 "Disk" "Phillip SW Belize" 0.15 25 10 3754377
2462 "Ellipsoid" "Phillip SW Belize" 0.15 25 10 2724545
2463 "Disk" "Lake Charles" 0.15 25 10 3790357
2464 "Ellipsoid" "Lake Charles" 0.15 25 10 2676040
2465 "Disk" "McMinnville" 0.15 25 10 3927723
2466 "Ellipsoid" "McMinnville" 0.15 25 10 2424253
2467 "Disk" "Lindenberg" 0.15 25 10 3880218
2468 "Ellipsoid" "Lindenberg" 0.15 25 10 2248804
2469 "Disk" "Croker river" 0.15 25 10 4426167
2470 "Ellipsoid" "Croker river" 0.15 25 10 1652567
2471 "Disk" "Phillip SW Belize" 0.1 25 10 3754377
2472 "Ellipsoid" "Phillip SW Belize" 0.1 25 10 2724545
2473 "Disk" "Lake Charles" 0.1 25 10 3790357
2474 "Ellipsoid" "Lake Charles" 0.1 25 10 2676040
2475 "Disk" "McMinnville" 0.1 25 10 3927723
2476 "Ellipsoid" "McMinnville" 0.1 25 10 2424253
2477 "Disk" "Lindenberg" 0.1 25 10 3880218
2478 "Ellipsoid" "Lindenberg" 0.1 25 10 2248804
2479 "Disk" "Croker river" 0.1 25 10 4426167
2480 "Ellipsoid" "Croker river" 0.1 25 10 1652567
2481 "Disk" "Phillip SW Belize" 0.05 25 10 3754377
2482 "Ellipsoid" "Phillip SW Belize" 0.05 25 10 2724545
2483 "Disk" "Lake Charles" 0.05 25 10 3790357
2484 "Ellipsoid" "Lake Charles" 0.05 25 10 2676040
2485 "Disk" "McMinnville" 0.05 25 10 3927723
2486 "Ellipsoid" "McMinnville" 0.05 25 10 2424253
2487 "Disk" "Lindenberg" 0.05 25 10 3880218
2488 "Ellipsoid" "Lindenberg" 0.05 25 10 2248804
2489 "Disk" "Croker river" 0.05 25 10 4426167
2490 "Ellipsoid" "Croker river" 0.05 25 10 1652567
2491 "Disk" "Phillip SW Belize" 0 25 10 3754377
2492 "Ellipsoid" "Phillip SW Belize" 0 25 10 2724545
2493 "Disk" "Lake Charles" 0 25 10 3790357
2494 "Ellipsoid" "Lake Charles" 0 25 10 2676040
2495 "Disk" "McMinnville" 0 25 10 3927723
2496 "Ellipsoid" "McMinnville" 0 25 10 2424253
2497 "Disk" "Lindenberg" 0 25 10 3880218
2498 "Ellipsoid" "Lindenberg" 0 25 10 2248804
2499 "Disk" "Croker river" 0 25 10 4426167
2500 "Ellipsoid" "Croker river" 0 25 10 1652567
